Assembly Name	Assembly Accession	Assembly Paired Assembly Accession	Organism Name	Organism Infraspecific Names Breed	Organism Infraspecific Names Strain	Organism Infraspecific Names Cultivar	Organism Infraspecific Names Ecotype	Organism Infraspecific Names Isolate	Organism Infraspecific Names Sex	Annotation Name	Assembly Level	Assembly Release Date	WGS project accession	Assembly Stats Number of Scaffolds
ASM1678522v1	GCA_016785225.1		Psettodes erumei					NWPU-DKJ-2019			Contig	2021-02-01	JAFBJZ01	970
Bfra_R1V1	GCF_013461495.1	GCA_013461495.1	Botrytis fragariae		BVB16					Annotation submitted by University of Maryland, College Park	Contig	2020-07-22	JABFCT01	28
CSIRO_AGI_Cdub_v0.2	GCA_022539655.2		Ceriodaphnia dubia		CSIRO				hermaphrodite		Contig	2022-12-14	JAKUCG02	253
fLepMac1_p1.0	GCA_032191485.1		Leptoclinus maculatus					DaubedShanny01			Scaffold	2023-09-29	JAVDOI01	585
ASM5152958v1	GCA_051529585.1		Babesia ovis		Israeli						Contig	2025-07-24	JBOFAQ01	9
Oropetium_genomic_20141112	GCA_001182835.1		Oropetium thomaeum								Contig	2015-07-20	LFJQ01	625
ASM5278972v1	GCA_052789725.1		Aeshna viridis					Aarhus1			Contig	2025-09-23	JBDLWV01	2003
Delst1	GCA_009982845.1		Delphinella strobiligena		CBS 735.71					Annotation submitted by DOE Joint Genome Institute	Contig	2020-01-29	JAADKB01	17
ASM452202v1	GCA_004522025.1		Didymella segeticola		GZSQ-4						Contig	2019-03-29	SDAV01	23
fSimDia1.1	GCF_900408965.1	GCA_900408965.1	Simochromis diagramma							NCBI Simochromis diagramma Annotation Release 100	Scaffold	2018-06-18	OVJJ01	823
G1_BC1_hifiasm_clean	GCA_037103525.1		Ganaspis brasiliensis					G1-British Colombia	male		Contig	2024-03-11	JAZKLR01	1036
TKK_KSX58_v2.0	GCA_045785165.2		Trichogramma kaykai					KSX58	female	Annotation submitted by University of Minnesota	Contig	2025-07-09	JBJJXI02	154
ASM5267492v1	GCA_052674925.1		Neolissochilus pnar				Cave	GUMF05			Contig	2025-09-16	JBLKNH01	1422
shirouo_1	GCA_054767515.1		Leucopsarion petersii					Karatsu_draft_1			Scaffold	2024-12-12	BAABUM01	2190
Bbif_JDL3187	GCF_011952205.1	GCA_011952205.1	Bombus bifarius					JDL3187	male	NCBI Bombus bifarius Annotation Release 100	Scaffold	2020-04-03	JAAQOX01	1249
ASM1663091v1	GCA_016630915.1		Callionymus lyra					C_lyra_F025	female		Scaffold	2021-01-13	JACEEU01	1205
Crafun1	GCA_014925845.1		Crassisporium funariophilum		CBS 144457					Annotation submitted by DOE Joint Genome Institute	Contig	2020-10-23	JACGCL01	41
Stael1	GCA_020746835.1		Stachybotrys elegans		MPI-CAGE-CH-0235					Annotation submitted by DOE Joint Genome Institute	Contig	2021-11-05	JAGPNK01	73
ASM1482457v3	GCA_014824575.3		Sturnira hondurensis				Veracruz	20B			Scaffold	2022-12-28	VSFL02	25881
WHU_Shon_v2.1	GCF_014824575.3	GCA_014824575.2	Sturnira hondurensis				Veracruz	20B		NCBI Sturnira hondurensis Updated Annotation Release 100.20210611	Scaffold	2020-09-30	VSFL01	25848
Sctrf_SwB9_genome	GCA_905066765.1		Sclerotinia trifoliorum					SwB9		Annotation submitted by RWTH Aachen University	Contig	2020-11-22	CAJHIA01	42
Theter1	GCA_015956445.1		Thelephora terrestris		UH-Tt-Lm1					Annotation submitted by DOE Joint Genome Institute	Contig	2020-12-08	WIUZ02	76
ASM1654583v1	GCF_016545835.1	GCA_016545835.1	Crotalus tigris				Arizona	CLP2741		NCBI Crotalus tigris Annotation Release 100	Contig	2021-01-06	VORL01	4228
ASM4854343v1	GCA_048543435.1		Lasius fuliginosus					GAGA-0491			Scaffold	2025-03-11	JBJGOR01	349
ASM1405810v1	GCA_014058105.1		Kingdonia uniflora					TB1705		Annotation submitted by Chinese Academy of Sciences	Contig	2020-08-04	JACGCM01	2901
Lelup_v1.1	GCF_014066315.1	GCA_014066315.1	Letharia lupina					WasteWater1		Annotation submitted by Eastern Washington University	Contig	2020-08-06	JACCJB01	30
icLarMinu1_p1.2	GCA_041228525.2		Larinus minutus					CBPint0068			Scaffold	2025-02-11	JBGEDK02	379
Bovata_7.1	GCF_002897235.1	GCA_002897235.1	Babesia ovata		Miyake					Annotation submitted by Research Center for Zoonosis Control, Hokkaido univ	Contig	2017-12-15	BDSA01	91
ASM2250605v1	GCA_022506055.1		Microbotryum violaceum		01510_a1						Contig	2022-03-07	JAKMXP01	31
UT_Pstr_1.0	GCA_016746295.1		Potamilus streckersoni					CHS0354		Annotation submitted by University of Texas at Austin	Scaffold	2021-01-21	JAEAOA01	2366
LboTFB7810_1	GCA_027921405.1		Lentinula detonsa		TFB7810					Annotation submitted by DOE Joint Genome Institute	Contig	2023-01-20	JANVFU01	67
GRF_DCR_1.0	GCA_024195265.1		Dendrophyllia cribrosa					DCR_2021			Scaffold	2022-07-08	JAJLRJ01	22
Chaetoceros_neogracilis_v2.0	GCA_055048815.1		Chaetoceros neogracilis		UTEX LB2658					Annotation submitted by Plant Nutrition Laboratory Division of Applied Life Sciences Graduate School of Agriculture, Kyoto University	Scaffold	2026-02-04	BAAIHO01	21
KIZ_TCIN_v1.0	GCA_023101885.1		Typhlomys cinereus					WYS1704033	female		Scaffold	2022-04-25	JALPQD01	1243
ASM3850307v1	GCA_038503075.1		Gyromitra esculenta		21701						Scaffold	2024-04-26	JBCAML01	23
Earsca1	GCA_022605405.1		Earliella scabrosa		CIRM-BRFM 1817					Annotation submitted by DOE Joint Genome Institute	Contig	2022-03-16	JABYQQ01	50
Morang1	GCA_055861245.1		Morchella angusticeps		NRRL 20909					Annotation submitted by DOE Joint Genome Institute	Contig	2026-03-13	JBPAGB01	52
ASM5579761v1	GCA_055797615.1		Anarhynchus montanus					Band XOG WGW			Scaffold	2026-03-11	JARVRA01	3789
Mycafr1	GCF_025528875.1	GCA_025528875.1	Mycotypha africana		NRRL 2978					Annotation submitted by DOE Joint Genome Institute	Contig	2022-10-03	JAIWZN01	40
Tramey1	GCA_022606255.1		Trametes meyenii		CIRM-BRFM 1810					Annotation submitted by DOE Joint Genome Institute	Contig	2022-03-15	JABYQG01	24
bPodNig5_p1.1	GCA_055268915.1		Podiceps nigricollis					EaredGrebe01			Scaffold	2026-02-17	JBQOVU01	590
CSIRO-AGI_Ctep_v1	GCF_022539635.2	GCA_022539635.3	Chironomus tepperi		1889				hermaphrodite	GCF_022539635.2-RS_2024_12	Contig	2024-08-22	JAKJNA02	490
ASM274225v2	GCA_002742255.2		Ceratocystis albifundus		CMW4068						Scaffold	2019-05-13	MAOA02	38
Mruf_GMI8_1.0	GCA_055475725.1		Morchella rufobrunnea		GMI-8						Contig	2026-02-24	JBVMAD01	49
Denna1	GCA_020744415.1		Dendryphion nanum		MPI-CAGE-CH-0243					Annotation submitted by DOE Joint Genome Institute	Contig	2021-11-05	JAGMWT01	59
EBD_Ecic_2.1	GCA_046563565.1		Erodium cicutarium					F0-CH34_F3-127_F4-01			Scaffold	2025-01-08	JBDFRG01	1208
ASM3577149v1	GCA_035771495.1		Cladosporium oxysporum		AAAS_A1						Contig	2024-01-17	JAWNKS01	52
N_Populina_1.0	GCF_041146345.1	GCA_041146345.1	Neodothiora populina		CPC 39397					Annotation submitted by University of Alaska Fairbanks	Contig	2024-08-08	JBFMKM01	18
gzUmbVina2.embl.gz	GCA_977110975.1		Umbelopsis vinacea							Annotation submitted by ELIXIR Norway	Contig	2025-12-07	CDSBDG01	22
Morpul1	GCA_055769245.1		Morchella pulchella		NRRL 53822					Annotation submitted by DOE Joint Genome Institute	Contig	2026-03-10	JBPRBG01	61
Tramax1	GCA_022606215.1		Trametes maxima		CIRM-BRFM 1813					Annotation submitted by DOE Joint Genome Institute	Contig	2022-03-15	JABYQI01	53
Morpun1	GCA_055769225.1		Morchella punctipes		GB769					Annotation submitted by DOE Joint Genome Institute	Contig	2026-03-10	JBPQZV01	52
Morpra1	GCA_055769265.1		Morchella prava		NRRL 20872					Annotation submitted by DOE Joint Genome Institute	Contig	2026-03-10	JBPRBF01	80
HVK001PTURNERI	GCA_922788865.1		Poeciliopsis turneri								Contig	2022-06-10	CAKLNU01	1136
Panpap1	GCA_015501605.1		Panaeolus papilionaceus		CIRM-BRFM 715					Annotation submitted by DOE Joint Genome Institute	Contig	2020-11-16	JADNRZ01	79
ASM1945646v1	GCF_019456465.1	GCA_019456465.1	Bacidia gigantensis		McMullin 20006					Annotation submitted by Eastern Washington University	Contig	2021-08-06	JAHXPR01	24
ASM3303042v1	GCA_033030425.1		Verpa conica		No. 21110						Contig	2023-10-25	JAUFSD01	25
Colph1	GCF_030913505.1	GCA_030913505.1	Colletotrichum phormii		CBS 102054					Annotation submitted by DOE Joint Genome Institute	Contig	2023-08-24	JAHMHQ01	71
ASM976141v1	GCA_009761415.1		Sarcomyxa edulis		SE1						Contig	2019-12-17	QUOL01	41
Morbrun1	GCA_055861205.1		Morchella brunnea		NRRL 53832					Annotation submitted by DOE Joint Genome Institute	Contig	2026-03-13	JBPAFZ01	47
Mordim1	GCA_055853735.1		Morchella diminutiva		NRRL 26603					Annotation submitted by DOE Joint Genome Institute	Contig	2026-03-13	JBPAFY01	49
Mycflo1	GCA_029320655.1		Mycena floridula		CBHHK072					Annotation submitted by DOE Joint Genome Institute	Contig	2023-03-21	JARIHS01	249
Liptet1	GCF_029532465.1	GCA_029532465.1	Lipomyces tetrasporus		NRRL Y-64009					Annotation submitted by DOE Joint Genome Institute	Contig	2023-03-31	JARPMG01	18
Morfluv1	GCA_055862965.1		Morchella fluvialis		PhC 265					Annotation submitted by DOE Joint Genome Institute	Contig	2026-03-13	JBPAFR01	108
Aspcam1	GCF_002847485.1	GCA_002847485.1	Aspergillus campestris IBT 28561		IBT 28561					Annotation submitted by DOE Joint Genome Institute	Contig	2017-12-27	MSFM01	62
Rhili1	GCA_010015805.1		Rhizodiscina lignyota		CBS 133067					Annotation submitted by DOE Joint Genome Institute	Scaffold	2020-01-29	JAADKO01	33
voAzoCaro1.0.p	GCA_043228905.1		Azolla caroliniana				wild	FFs.n.			Scaffold	2024-10-16	JBHGNT01	1502
Zalva1	GCA_020726485.1		Halenospora varia		MPI-CAGE-AT-0135					Annotation submitted by DOE Joint Genome Institute	Contig	2021-10-29	JAHEWH01	108
N64	GCA_033846785.1		Elsinoe necatrix		CMW56129						Contig	2023-11-21	JANZYI01	49
Cladonia_uncialis	GCA_977014525.1		Cladonia uncialis								Scaffold	2025-11-08	CDRNKR01	88
ASM2460413v1	GCA_024604135.1		Cladosporium velox		C4						Contig	2022-08-05	JANIIF01	21
Homarus_gammarus	GCA_958450375.1		Homarus gammarus								Scaffold	2023-09-13	CAUDMG01	4133
ASM5547093v1	GCA_055470935.1		Geopyxis carbonaria		CBS144460					Annotation submitted by University of California Riverside	Contig	2026-02-24	JBUDHD01	35
ASM4011337v1	GCA_040113375.1		Bipolaris gigantea					BG_F			Contig	2024-06-10	JBBXZX01	30
Mycfil1	GCA_029281495.1		Mycena filopes		CBHHK001					Annotation submitted by DOE Joint Genome Institute	Contig	2023-03-20	JARIHR01	277
CU_Pmet_PB	GCA_010416925.1		Polistes metricus					258	male		Scaffold	2020-02-11	QUOH01	216
ehCucFron1_p1.1	GCA_047678365.1		Cucumaria frondosa					OrangeFootedSeaCucumber02			Contig	2025-02-11	JBKACP01	3277
ASM2363436v1	GCA_023634365.1		Tilletia setariae		WJ-1						Contig	2022-06-01	JAMJXE01	24
ASM5293517v1	GCA_052935175.1		Clarireedia jacksonii		HRI11					Annotation submitted by Umass Amherst	Contig	2025-10-01	JBRBAA01	51
OU_Dant_1.0	GCF_040938485.1	GCA_040938485.1	Diadema antillarum					AM-2024a		GCF_040938485.1-RS_2025_02	Contig	2024-07-29	JBFRCO01	2963
NWFSC_Oelon_r3.mflye	GCA_016806645.1		Ophiodon elongatus					HL0851	male		Scaffold	2021-02-03	JACSYO01	2174
ASM3988077v1	GCA_039880775.1		Diaporthe vaccinii		CBS 118571						Scaffold	2024-05-28	JBCEDN01	64
Daces1	GCA_020744375.1		Dactylonectria estremocensis		MPI-CAGE-AT-0021					Annotation submitted by DOE Joint Genome Institute	Contig	2021-11-05	JAGMUU01	115
ULE_TARUN_TP19.13	GCA_025919625.1		Trichoderma arundinaceum		TP19.13						Scaffold	2022-10-31	JAMQTF01	167
ASM982864v1	GCA_009828645.1		Calcarisporium arbuscula		NRRL 3705						Contig	2020-01-03	WBSA01	91
Mordis1	GCA_055863025.1		Morchella disparilis		PhC 293					Annotation submitted by DOE Joint Genome Institute	Contig	2026-03-13	JBOZNW01	63
Astre_guber_v1.0	GCA_021605115.1		Astrephomene gubernaculifera					NIES-4017		Annotation submitted by Department of Biological Sciences, Graduate School of Science, The University of Tokyo	Contig	2021-11-19	BMAR01	206
BYU_Cmel_1.0	GCA_019059645.1		Caranx melampygus					HI-2018		Annotation submitted by Brigham Young University	Contig	2021-06-29	JAFELL01	3576
Pyrdom1	GCA_024516145.1		Pyronema domesticum		CBS 144463					Annotation submitted by DOE Joint Genome Institute	Contig	2022-08-03	JAJJXL01	78
DenGig_1.0	GCF_004324835.1	GCA_004324835.1	Dendronephthya gigantea					DGI-Jeju-01		NCBI Dendronephthya gigantea Annotation Release 100	Contig	2019-03-04	RSEI01	1320
S_papillosus_v1	GCA_005656395.1		Strongyloides papillosus					QA362	female		Contig	2019-05-22	SRSI01	79
UIUC_Thagl_1.0	GCA_040805915.1		Thaumatomyia glabra	wildtype				EB27			Scaffold	2024-07-22	JAQIYO01	262
eaHipPhry1_p1.2	GCA_037893225.2		Hippasteria phrygiana					Starfish01			Scaffold	2025-02-11	JAZGUH02	442
ASM164367v2	GCF_001643675.1	GCA_001643675.2	Monocercomonoides exilis		PA203					Annotation submitted by Charles University in Prague	Contig	2021-11-22	LSRY02	101
Pisti2	GCA_024663395.1		Pisolithus tinctorius		Marx 270					Annotation submitted by DOE Joint Genome Institute	Contig	2022-08-12	JANFAH01	224
ASM1765691v1	GCA_017656915.1		Fusarium cortaderiae		CBS 119183						Scaffold	2021-04-02	JAGDVB01	23
Caltech_Dcor_3.1	GCF_025399875.1	GCA_025399875.3	Dalotia coriaria					IRGN ID8LTWV9N9		GCF_025399875.1-RS_2025_01	Scaffold	2023-06-22	JAODOX02	5356
ASM1607723v1	GCF_016077235.1	GCA_016077235.1	Cyprinodon tularosa		WSP-4				male	NCBI Cyprinodon tularosa Annotation Release 100	Contig	2020-12-15	JADDRR01	2003
UZH_Avas_1.0	GCA_018806985.1		Angiostrongylus vasorum		ZH-2019-22		Zurich				Scaffold	2021-06-09	JADANN01	468
ASM2434924v1	GCA_024349245.1		Neodontobutis hainanensis				Guangxi	hainan	male		Contig	2022-07-20	JALDNG01	8221
Masph1	GCA_011032825.1		Massariosphaeria phaeospora		CBS 611.86					Annotation submitted by DOE Joint Genome Institute	Contig	2020-02-25	JAADJZ01	57
ASM2282859v1	GCA_022828595.1		Nelumbo lutea					Pers			Scaffold	2022-04-05	JAKGHH01	63
ASM2556357v1	GCA_025563575.1		Acacia pycnantha							Annotation submitted by Genomics for Australian Plants	Scaffold	2022-10-06	JAMWYP01	1267
ASM2245715v1	GCA_022457155.1		Cladopsammia gracilis					Clg_1.0			Contig	2022-03-03	JAJGOT01	1623
ASM1588174v1	GCA_015881745.1		Pseudopestalotiopsis theae		CYF27						Contig	2020-12-07	JACWGD01	61
LEPA1.1	GCA_023053545.1		Lepidurus packardi					LEPA_1	hermaphrodite		Scaffold	2022-04-19	JAKZAN01	355
ASM897352v1	GCA_008973525.1		Stenopsyche tienmushanensis					CAU_2017			Contig	2019-10-11	WACJ01	552
Absrep1	GCA_002105175.1		Absidia repens		NRRL 1336					Annotation submitted by DOE Joint Genome Institute	Contig	2017-04-20	MCGE01	94
EWHU_Batt_1.5	GCA_018292915.2		Batillaria attramentaria					Wonlab-2016		Annotation submitted by Ewha Womans University	Contig	2024-04-03	JACVVK02	863
Lenrap1	GCA_027919835.1		Lentinula raphanica		INPA1701G ss19					Annotation submitted by DOE Joint Genome Institute	Contig	2023-01-18	JANVFP01	77
bCatGut1_p1.1	GCA_051295615.1		Catharus guttatus					HermitThrush03/CBP01648			Contig	2025-07-11	JBKFBZ01	2330
Mycalb1	GCA_029282495.1		Mycena albidolilacea		CBHHK002					Annotation submitted by DOE Joint Genome Institute	Contig	2023-03-20	JARIHO01	188
jaDipLaby1.1	GCA_965282425.1		Diploria labyrinthiformis								Scaffold	2025-05-18	CBDIKJ01	1112
Dalch_JS-1345	GCF_008694065.1	GCA_008694065.1	Daldinia childiae		JS-1345					Annotation submitted by National Institute of Biological Resources	Scaffold	2019-09-25	VYXO01	133
Morsny1	GCA_024521645.1		Morchella snyderi		CBS 144464					Annotation submitted by DOE Joint Genome Institute	Contig	2022-08-04	JAJJXB01	81
ASM5232418v1	GCA_052324185.1		Cladosporium anthropophilum		ZJUC72						Scaffold	2025-08-28	JBPVYR01	79
MEVUBH001C1_assembly	GCA_965637245.1		Maudiozyma exigua		VUB-H001 C1					Annotation submitted by VRIJE UNIVERSITEIT BRUSSEL	Contig	2026-02-27	CBFEUM01	46
UMa706_2	GCA_928724795.1		Ustanciosporium gigantosporum		UMa706			v2			Contig	2022-04-30	CAKMXM01	36
Rorror1	GCA_029378245.1		Roridomyces roridus		9284					Annotation submitted by DOE Joint Genome Institute	Contig	2023-03-24	JARKIF01	543
PolPal_Dec2009	GCF_000004825.1	GCA_000004825.1	Heterostelium album PN500		PN500					Annotation submitted by Leibniz Institute for Age Research - Fritz Lipmann Institute	Scaffold	2010-01-29	ADBJ01	43
KWZ_r1.0	GCA_020521455.1		Prunus kanzakura			Kawazu-zakura					Contig	2021-09-13	BPUM01	1544
AGI_CSIRO_Cdil_V1	GCA_031894815.1		Creontiades dilutus					GMM1	male		Contig	2023-09-25	JAVIWC01	9714
ASM224581v2	GCA_002245815.2		Micractinium conductrix		SAG 241.80					Annotation submitted by University of Minnesota	Contig	2018-03-21	LHPF02	298
LacJLM2183_1	GCA_028011355.1		Lentinula aciculospora		JLM2183					Annotation submitted by DOE Joint Genome Institute	Contig	2023-01-26	JAOTPV01	290
ASM5286304v1	GCA_052863045.1		Prototheca bovis		SH08						Contig	2025-09-26	JBJGBU01	53
ASM2546112v1	GCA_025461125.1		Carex kokanica								Contig	2022-09-28	JAJGRX01	1504
ASM391887v1	GCF_003918875.1	GCA_003918875.1	Haliotis rubra					DU_JTF1		NCBI Haliotis rubra Annotation Release 100	Scaffold	2018-12-07	QXJH01	2854
Mycepi1	GCA_029281465.1		Mycena epipterygia		CBHHK145m					Annotation submitted by DOE Joint Genome Institute	Contig	2023-03-20	JARJCQ01	199
Annnit1	GCA_022496965.1		Annulohypoxylon nitens		CBS 120705					Annotation submitted by DOE Joint Genome Institute	Scaffold	2022-02-28	JAJKHP01	71
ASM207613v1	GCA_002076135.1		Xerophyta viscosa					XV2016PP			Scaffold	2017-03-31	MJHO01	896
ASM1335770v1	GCF_013357705.1	GCA_013357705.1	Chelonus insularis					UGA/USDA-ARS -01	male	GCF_013357705.1-RS_2024_07	Scaffold	2020-06-17	JABGOM01	455
Prionailurus_bengalensis_iriomotensis_assembly02	GCA_054601675.1		Prionailurus iriomotensis					3787M		Annotation submitted by National Institute for Environmental Studies, Japan	Scaffold	2025-06-13	BAAHRX01	421
Rusoch1	GCA_015178965.1		Russula ochroleuca		Prilba					Annotation submitted by DOE Joint Genome Institute	Contig	2020-11-02	WHVB01	244
ASM1473739v1	GCA_014737395.1		Bombus waltoni					SC7747			Scaffold	2020-09-24	JACXII01	2240
Cylol1	GCA_020736575.1		Thelonectria olida		MPI-CAGE-CH-0241					Annotation submitted by DOE Joint Genome Institute	Contig	2021-11-02	JAGPYM01	227
ASM5194258v1	GCA_051942585.1		Amphidinium carterae		NCMA1314					Annotation submitted by University of Maryland Center for Environmental Science	Contig	2025-08-12	JBNFNT01	2512
Cspa_1.0	GCF_022836535.1	GCA_022836535.1	Colletotrichum spaethianum		MAFF 239500					Annotation submitted by The University of Tokyo	Contig	2022-03-29	BQXU01	84
Sporobolus_maritimus_v1.0	GCA_965119375.1		Sporobolus maritimus								Scaffold	2025-02-01	CBCPLI01	69
Avfl.assembly.v1.2	GCA_037178615.1		Dione vanillae					Individual-Florida1			Scaffold	2024-03-15	JAZFAU01	1877
Dar_val_2.0	GCA_034642135.1		Darevskia valentini		218				female		Contig	2023-12-26	JAWWNG01	3559
ASM2351574v1	GCA_023515745.1		Amoeboaphelidium protococcarum		FD95					Annotation submitted by A.N. Belozersky Institute of Physico-Chemical Biology, Lomonosov Moscow State University	Scaffold	2022-05-20	JALECJ01	257
ASM1616587v1	GCA_016165875.1		Acanthopleura granulata					KK701	male		Scaffold	2020-12-21	JABBOT01	87
Morkaki1	GCA_055883785.1		Morchella kakiicolor		PhC 280					Annotation submitted by DOE Joint Genome Institute	Contig	2026-03-14	JBOZNT01	277
Xylni1	GCA_022984845.1		Xylaria nigripes		YMJ 653					Annotation submitted by DOE Joint Genome Institute	Contig	2022-04-14	JAJJKC01	64
ASM3027091v1	GCA_030270915.1		Lasiodiplodia iranensis		CCTCC M2017288						Scaffold	2023-06-13	JACEOI01	78
ASM2916895v1	GCA_029168955.1		Aplectana chamaeleonis		AC1.0						Contig	2023-03-13	JAPDOI01	2087
fMalVil1_p1.2	GCA_050437385.2		Mallotus villosus					Capelin02/CBP01691			Scaffold	2026-01-27	JBMWDZ02	2412
ASM5551575v1	GCA_055515755.1		Coelastrum microporum					CCAP 217/1A			Contig	2026-02-25	JBVBRC01	124
Kocim1	GCF_002102565.1	GCA_002102565.1	Kockovaella imperatae		NRRL Y-17943					Annotation submitted by DOE Joint Genome Institute	Contig	2017-04-20	NBSH01	38
Melame1	GCA_022264835.1		Melampsora americana		R15-033-03					Annotation submitted by DOE Joint Genome Institute	Contig	2022-02-15	JAIFHY01	389
Phaart1	GCA_025677815.1		Phascolomyces articulosus		RSA 2281					Annotation submitted by DOE Joint Genome Institute	Contig	2022-10-13	JAIXMP01	150
Dicele1	GCA_025716815.1		Dichotomocladium elegans		RSA 919-					Annotation submitted by DOE Joint Genome Institute	Contig	2022-10-16	JAIXMN01	185
ASM4737288v1	GCA_047372885.1		Tetrahymena malaccensis					23b		Annotation submitted by University of Konstanz	Contig	2025-02-03	JBEVCP01	171
AGI_CSIRO_Ybal_v1	GCF_031769215.1	GCA_031769215.1	Ylistrum balloti					Yb309-2		GCF_031769215.1-RS_2023_10	Contig	2023-09-20	JAUZWB01	1371
Kaz3	GCF_036370985.1	GCA_036370985.1	Arxiozyma heterogenica		weizmannii					Annotation submitted by Weizmann Institute of Science	Contig	2024-02-05	JARZAD01	33
NBRC_9727	GCA_928865425.1		Ustilago cynodontis		NBRC 9727						Contig	2022-04-30	CAKMXY01	48
ASM5569134v1	GCA_055691345.1		Acipenser naccarii					F7M8			Scaffold	2026-03-05	JBPBVG01	2083
ASM2146424v1	GCA_021464245.1		Carallia brachiata					Giaoqiao			Scaffold	2022-01-14	JADCRB01	166
WUR_GloGros_L19	GCA_018350325.1		Globodera rostochiensis				Ro1	L19			Scaffold	2021-05-13	JAEVLN01	88
glClaStel2_p1.1	GCA_040955005.1		Cladonia stellaris					CA-23-2305-A			Contig	2024-07-30	JBECUK01	135
Tripra1	GCF_024521635.1	GCA_024521635.1	Tricharina praecox		CBS 144465					Annotation submitted by DOE Joint Genome Institute	Contig	2022-08-04	JAJJXF01	104
ASM296480v2	GCA_002964805.2		Trametes villosa					CCMB561			Scaffold	2022-03-17	PUDQ02	143
Coespi1	GCA_025766305.1		Coemansia spiralis		RSA 1278					Annotation submitted by DOE Joint Genome Institute	Contig	2022-10-20	JAIXMV01	34
jatai_v2	GCA_036937485.2		Tetragonisca angustula					ASF017062	male	Annotation submitted by UFSB - Universidade Federal do Sul da Bahia	Scaffold	2024-05-22	JAWNGG02	683
